Country or Area,Year,Reference Date,Area,Sex,Age,Marital status,Record Type,Reliability,Source Year,Value,Value Footnotes
United States of America,1992,1-Mar-92,Total,Female,40 - 44,Married,Estimate - de jure,"Final figure, complete",1992,6673000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,40 - 44,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1992,187000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,40 - 44,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1992,1456000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,40 - 44,Married but separated,Estimate - de jure,"Final figure, complete",1992,359000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,45 - 54,Total,Estimate - de jure,"Final figure, complete",1992,13910000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,45 - 54,Single (never married),Estimate - de jure,"Final figure, complete",1992,744000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,45 - 54,Married,Estimate - de jure,"Final figure, complete",1992,9727000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,45 - 54,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1992,642000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,45 - 54,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1992,2285000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,45 - 54,Married but separated,Estimate - de jure,"Final figure, complete",1992,511000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,55 - 64,Total,Estimate - de jure,"Final figure, complete",1992,11114000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,55 - 64,Single (never married),Estimate - de jure,"Final figure, complete",1992,445000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,55 - 64,Married,Estimate - de jure,"Final figure, complete",1992,7456000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,55 - 64,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1992,1659000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,55 - 64,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1992,1271000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,55 - 64,Married but separated,Estimate - de jure,"Final figure, complete",1992,283000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,65 - 74,Total,Estimate - de jure,"Final figure, complete",1992,10174000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,65 - 74,Single (never married),Estimate - de jure,"Final figure, complete",1992,451000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,65 - 74,Married,Estimate - de jure,"Final figure, complete",1992,5273000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,65 - 74,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1992,3648000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,65 - 74,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1992,681000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,65 - 74,Married but separated,Estimate - de jure,"Final figure, complete",1992,122000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,75 - 84,Total,Estimate - de jure,"Final figure, complete",1992,5911000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,75 - 84,Single (never married),Estimate - de jure,"Final figure, complete",1992,311000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,75 - 84,Married,Estimate - de jure,"Final figure, complete",1992,1726000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,75 - 84,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1992,3576000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,75 - 84,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1992,255000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,75 - 84,Married but separated,Estimate - de jure,"Final figure, complete",1992,42000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,85 +,Total,Estimate - de jure,"Final figure, complete",1992,1705000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,85 +,Single (never married),Estimate - de jure,"Final figure, complete",1992,102000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,85 +,Married,Estimate - de jure,"Final figure, complete",1992,174000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,85 +,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1992,1377000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,85 +,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1992,46000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,85 +,Married but separated,Estimate - de jure,"Final figure, complete",1992,5000,"3,4"
United States of America,1992,1-Mar-92,Total,Female,Unknown,Total,Estimate - de jure,"Final figure, complete",1992,0,"3,4"
United States of America,1992,1-Mar-92,Total,Female,Unknown,Single (never married),Estimate - de jure,"Final figure, complete",1992,0,"3,4"
United States of America,1992,1-Mar-92,Total,Female,Unknown,Married,Estimate - de jure,"Final figure, complete",1992,0,"3,4"
United States of America,1992,1-Mar-92,Total,Female,Unknown,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1992,0,"3,4"
United States of America,1992,1-Mar-92,Total,Female,Unknown,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1992,0,"3,4"
United States of America,1992,1-Mar-92,Total,Female,Unknown,Married but separated,Estimate - de jure,"Final figure, complete",1992,0,"3,4"
United States of America,1991,1-Mar-91,Total,Male,Total,Total,Estimate - de jure,"Final figure, complete",1991,121191000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,Total,Single (never married),Estimate - de jure,"Final figure, complete",1991,56337000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,Total,Married,Estimate - de jure,"Final figure, complete",1991,53227000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,Total,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,2385000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,Total,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,6607000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,Total,Married but separated,Estimate - de jure,"Final figure, complete",1991,1857000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,Total,Unknown,Estimate - de jure,"Final figure, complete",1991,777000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,0 - 14,Total,Estimate - de jure,"Final figure, complete",1991,28351000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,0 - 14,Single (never married),Estimate - de jure,"Final figure, complete",1991,28351000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,0 - 14,Married,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Male,0 - 14,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Male,0 - 14,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Male,0 - 14,Married but separated,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Male,0 - 14,Unknown,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Male,15 - 19,Total,Estimate - de jure,"Final figure, complete",1991,8513000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,15 - 19,Single (never married),Estimate - de jure,"Final figure, complete",1991,8381000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,15 - 19,Married,Estimate - de jure,"Final figure, complete",1991,114000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,15 - 19,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Male,15 - 19,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,6000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,15 - 19,Married but separated,Estimate - de jure,"Final figure, complete",1991,9000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,15 - 19,Unknown,Estimate - de jure,"Final figure, complete",1991,4000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,20 - 24,Total,Estimate - de jure,"Final figure, complete",1991,8839000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,20 - 24,Single (never married),Estimate - de jure,"Final figure, complete",1991,7048000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,20 - 24,Married,Estimate - de jure,"Final figure, complete",1991,1565000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,20 - 24,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,2000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,20 - 24,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,93000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,20 - 24,Married but separated,Estimate - de jure,"Final figure, complete",1991,104000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,20 - 24,Unknown,Estimate - de jure,"Final figure, complete",1991,27000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,25 - 29,Total,Estimate - de jure,"Final figure, complete",1991,10331000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,25 - 29,Single (never married),Estimate - de jure,"Final figure, complete",1991,4827000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,25 - 29,Married,Estimate - de jure,"Final figure, complete",1991,4696000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,25 - 29,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,7000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,25 - 29,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,500000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,25 - 29,Married but separated,Estimate - de jure,"Final figure, complete",1991,213000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,25 - 29,Unknown,Estimate - de jure,"Final figure, complete",1991,88000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,30 - 34,Total,Estimate - de jure,"Final figure, complete",1991,10988000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,30 - 34,Single (never married),Estimate - de jure,"Final figure, complete",1991,2999000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,30 - 34,Married,Estimate - de jure,"Final figure, complete",1991,6623000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,30 - 34,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,13000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,30 - 34,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,925000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,30 - 34,Married but separated,Estimate - de jure,"Final figure, complete",1991,307000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,30 - 34,Unknown,Estimate - de jure,"Final figure, complete",1991,122000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,35 - 39,Total,Estimate - de jure,"Final figure, complete",1991,10066000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,35 - 39,Single (never married),Estimate - de jure,"Final figure, complete",1991,1769000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,35 - 39,Married,Estimate - de jure,"Final figure, complete",1991,6796000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,35 - 39,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,18000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,35 - 39,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,1077000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,35 - 39,Married but separated,Estimate - de jure,"Final figure, complete",1991,318000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,35 - 39,Unknown,Estimate - de jure,"Final figure, complete",1991,88000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,40 - 44,Total,Estimate - de jure,"Final figure, complete",1991,8966000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,40 - 44,Single (never married),Estimate - de jure,"Final figure, complete",1991,897000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,40 - 44,Married,Estimate - de jure,"Final figure, complete",1991,6588000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,40 - 44,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,55000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,40 - 44,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,1092000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,40 - 44,Married but separated,Estimate - de jure,"Final figure, complete",1991,251000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,40 - 44,Unknown,Estimate - de jure,"Final figure, complete",1991,83000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,45 - 54,Total,Estimate - de jure,"Final figure, complete",1991,12428000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,45 - 54,Single (never married),Estimate - de jure,"Final figure, complete",1991,920000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,45 - 54,Married,Estimate - de jure,"Final figure, complete",1991,9494000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,45 - 54,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,123000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,45 - 54,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,1435000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,45 - 54,Married but separated,Estimate - de jure,"Final figure, complete",1991,321000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,45 - 54,Unknown,Estimate - de jure,"Final figure, complete",1991,135000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,55 - 64,Total,Estimate - de jure,"Final figure, complete",1991,10161000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,55 - 64,Single (never married),Estimate - de jure,"Final figure, complete",1991,602000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,55 - 64,Married,Estimate - de jure,"Final figure, complete",1991,8030000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,55 - 64,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,326000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,55 - 64,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,908000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,55 - 64,Married but separated,Estimate - de jure,"Final figure, complete",1991,193000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,55 - 64,Unknown,Estimate - de jure,"Final figure, complete",1991,103000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,65 - 74,Total,Estimate - de jure,"Final figure, complete",1991,8156000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,65 - 74,Single (never married),Estimate - de jure,"Final figure, complete",1991,381000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,65 - 74,Married,Estimate - de jure,"Final figure, complete",1991,6443000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,65 - 74,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,751000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,65 - 74,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,430000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,65 - 74,Married but separated,Estimate - de jure,"Final figure, complete",1991,82000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,65 - 74,Unknown,Estimate - de jure,"Final figure, complete",1991,69000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,75 +,Total,Estimate - de jure,"Final figure, complete",1991,4391000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,75 +,Single (never married),Estimate - de jure,"Final figure, complete",1991,161000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,75 +,Married,Estimate - de jure,"Final figure, complete",1991,2879000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,75 +,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,1090000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,75 +,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,142000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,75 +,Married but separated,Estimate - de jure,"Final figure, complete",1991,60000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,75 +,Unknown,Estimate - de jure,"Final figure, complete",1991,59000,"3,4"
United States of America,1991,1-Mar-91,Total,Male,Unknown,Total,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Male,Unknown,Single (never married),Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Male,Unknown,Married,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Male,Unknown,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Male,Unknown,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Male,Unknown,Married but separated,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Male,Unknown,Unknown,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Female,Total,Total,Estimate - de jure,"Final figure, complete",1991,127695000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,Total,Single (never married),Estimate - de jure,"Final figure, complete",1991,50331000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,Total,Married,Estimate - de jure,"Final figure, complete",1991,53227000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,Total,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,11289000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,Total,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,9164000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,Total,Married but separated,Estimate - de jure,"Final figure, complete",1991,2860000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,Total,Unknown,Estimate - de jure,"Final figure, complete",1991,824000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,0 - 14,Total,Estimate - de jure,"Final figure, complete",1991,27015000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,0 - 14,Single (never married),Estimate - de jure,"Final figure, complete",1991,27015000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,0 - 14,Married,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Female,0 - 14,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Female,0 - 14,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Female,0 - 14,Married but separated,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Female,0 - 14,Unknown,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Female,15 - 19,Total,Estimate - de jure,"Final figure, complete",1991,8326000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,15 - 19,Single (never married),Estimate - de jure,"Final figure, complete",1991,7920000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,15 - 19,Married,Estimate - de jure,"Final figure, complete",1991,343000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,15 - 19,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,1000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,15 - 19,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,17000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,15 - 19,Married but separated,Estimate - de jure,"Final figure, complete",1991,25000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,15 - 19,Unknown,Estimate - de jure,"Final figure, complete",1991,21000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,20 - 24,Total,Estimate - de jure,"Final figure, complete",1991,9148000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,20 - 24,Single (never married),Estimate - de jure,"Final figure, complete",1991,5862000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,20 - 24,Married,Estimate - de jure,"Final figure, complete",1991,2726000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,20 - 24,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,7000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,20 - 24,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,243000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,20 - 24,Married but separated,Estimate - de jure,"Final figure, complete",1991,231000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,20 - 24,Unknown,Estimate - de jure,"Final figure, complete",1991,79000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,25 - 29,Total,Estimate - de jure,"Final figure, complete",1991,10436000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,25 - 29,Single (never married),Estimate - de jure,"Final figure, complete",1991,3369000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,25 - 29,Married,Estimate - de jure,"Final figure, complete",1991,5737000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,25 - 29,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,42000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,25 - 29,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,764000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,25 - 29,Married but separated,Estimate - de jure,"Final figure, complete",1991,413000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,25 - 29,Unknown,Estimate - de jure,"Final figure, complete",1991,110000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,30 - 34,Total,Estimate - de jure,"Final figure, complete",1991,11150000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,30 - 34,Single (never married),Estimate - de jure,"Final figure, complete",1991,2086000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,30 - 34,Married,Estimate - de jure,"Final figure, complete",1991,7291000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,30 - 34,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,82000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,30 - 34,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,1121000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,30 - 34,Married but separated,Estimate - de jure,"Final figure, complete",1991,475000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,30 - 34,Unknown,Estimate - de jure,"Final figure, complete",1991,95000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,35 - 39,Total,Estimate - de jure,"Final figure, complete",1991,10313000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,35 - 39,Single (never married),Estimate - de jure,"Final figure, complete",1991,1203000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,35 - 39,Married,Estimate - de jure,"Final figure, complete",1991,7082000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,35 - 39,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,124000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,35 - 39,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,1339000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,35 - 39,Married but separated,Estimate - de jure,"Final figure, complete",1991,447000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,35 - 39,Unknown,Estimate - de jure,"Final figure, complete",1991,119000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,40 - 44,Total,Estimate - de jure,"Final figure, complete",1991,9320000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,40 - 44,Single (never married),Estimate - de jure,"Final figure, complete",1991,818000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,40 - 44,Married,Estimate - de jure,"Final figure, complete",1991,6412000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,40 - 44,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,185000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,40 - 44,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,1459000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,40 - 44,Married but separated,Estimate - de jure,"Final figure, complete",1991,354000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,40 - 44,Unknown,Estimate - de jure,"Final figure, complete",1991,92000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,45 - 54,Total,Estimate - de jure,"Final figure, complete",1991,13258000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,45 - 54,Single (never married),Estimate - de jure,"Final figure, complete",1991,740000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,45 - 54,Married,Estimate - de jure,"Final figure, complete",1991,9163000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,45 - 54,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,681000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,45 - 54,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,2100000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,45 - 54,Married but separated,Estimate - de jure,"Final figure, complete",1991,456000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,45 - 54,Unknown,Estimate - de jure,"Final figure, complete",1991,119000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,55 - 64,Total,Estimate - de jure,"Final figure, complete",1991,11184000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,55 - 64,Single (never married),Estimate - de jure,"Final figure, complete",1991,417000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,55 - 64,Married,Estimate - de jure,"Final figure, complete",1991,7506000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,55 - 64,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,1704000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,55 - 64,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,1196000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,55 - 64,Married but separated,Estimate - de jure,"Final figure, complete",1991,278000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,55 - 64,Unknown,Estimate - de jure,"Final figure, complete",1991,83000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,65 - 74,Total,Estimate - de jure,"Final figure, complete",1991,10081000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,65 - 74,Single (never married),Estimate - de jure,"Final figure, complete",1991,488000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,65 - 74,Married,Estimate - de jure,"Final figure, complete",1991,5178000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,65 - 74,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,3562000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,65 - 74,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,661000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,65 - 74,Married but separated,Estimate - de jure,"Final figure, complete",1991,128000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,65 - 74,Unknown,Estimate - de jure,"Final figure, complete",1991,64000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,75 +,Total,Estimate - de jure,"Final figure, complete",1991,7464000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,75 +,Single (never married),Estimate - de jure,"Final figure, complete",1991,412000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,75 +,Married,Estimate - de jure,"Final figure, complete",1991,1788000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,75 +,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1991,4902000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,75 +,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1991,264000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,75 +,Married but separated,Estimate - de jure,"Final figure, complete",1991,55000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,75 +,Unknown,Estimate - de jure,"Final figure, complete",1991,42000,"3,4"
United States of America,1991,1-Mar-91,Total,Female,Unknown,Total,Estimate - de jure,"Final figure, complete",1991,0,"3,4"
United States of America,1991,1-Mar-91,Total,Female,Unknown,Single (never married),Estimate - de jure,"Final figure, complete",1991,0,"3,4"
